Ensembl Gene ID	Chromosome Name	Associated Gene Name	Gene type	EntrezGene ID	HGNC ID(s)
ENSG00000204370	11	SDHD	protein_coding	6392	HGNC:10683
ENSG00000211871	14	TRAJ18	TR_J_gene		HGNC:12046
ENSG00000272501	6	XXbac-BPG299F13.17	antisense		
ENSG00000166619	20	BLCAP	protein_coding	10904	HGNC:1055
ENSG00000111052	12	LIN7A	protein_coding	8825	HGNC:17787
ENSG00000254938	11	RP11-688I9.4	lincRNA		
ENSG00000256590	14	TRDV3	TR_V_gene		HGNC:12264
ENSG00000025708	22	TYMP	protein_coding	1890	HGNC:3148
ENSG00000267337	18	LINC01478	lincRNA	101927921	HGNC:51121
ENSG00000280778	1	CH17-270A2.2	protein_coding		
ENSG00000211869	14	TRAJ20	TR_J_gene		HGNC:12049
ENSG00000111737	12	RAB35	protein_coding	11021	HGNC:9774
ENSG00000218029	6	RP1-232L24.2	processed_pseudogene		
ENSG00000280344	16	AC009166.7	TEC		
ENSG00000068323	X	TFE3	protein_coding	7030	HGNC:11752
ENSG00000139112	12	GABARAPL1	protein_coding	23710	HGNC:4068
ENSG00000152213	13	ARL11	protein_coding	115761	HGNC:24046
ENSG00000228435	CHR_HSCHR6_MHC_DBB_CTG1	C6orf47	protein_coding	57827	HGNC:19076
ENSG00000168703	20	WFDC12	protein_coding	128488	HGNC:16115
ENSG00000211845	14	TRAJ44	TR_J_gene		HGNC:12075
ENSG00000278710	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	KIR3DL2	protein_coding	3812	HGNC:6339
ENSG00000236372	1	RP5-865N13.1	lincRNA		
ENSG00000229815	1	CCNB1IP1P1	processed_pseudogene		HGNC:37693
ENSG00000277899	18	MLECP1	processed_pseudogene		HGNC:51122
ENSG00000133048	1	CHI3L1	protein_coding	1116	HGNC:1932
ENSG00000253114	8	RP11-550I15.1	processed_pseudogene		
ENSG00000250164	5	RP11-5N11.6	lincRNA		
ENSG00000223976	2	EXTL2P1	processed_pseudogene		HGNC:3517
ENSG00000211861	14	TRAJ28	TR_J_gene		HGNC:12057
ENSG00000255188	11	RP11-507F16.1	processed_pseudogene		
ENSG00000227665	CHR_HSCHR6_MHC_DBB_CTG1	C6orf47-AS1	processed_transcript		HGNC:39767
ENSG00000132361	17	CLUH	protein_coding	23277	HGNC:29094
ENSG00000233099	1	RP11-375A5.1	antisense		
ENSG00000117984	11	CTSD	protein_coding	1509	HGNC:2529
ENSG00000213035	19	RPL23AP80	processed_pseudogene		HGNC:36956
ENSG00000275482	CHR_HSCHR7_2_CTG6	EPHB6	protein_coding	2051	HGNC:3396
ENSG00000189166	7	TNRC18P3	unprocessed_pseudogene		HGNC:34015
ENSG00000271778	3	RP11-379F4.8	sense_intronic		
ENSG00000253878	8	RP11-347C18.3	sense_intronic		
ENSG00000234106	11	RP11-288E14.2	processed_pseudogene		
ENSG00000231533	6	RP1-232L24.3	lincRNA		
ENSG00000227363	2	AC019172.2	lincRNA		
ENSG00000275038	5	RP11-546B8.6	protein_coding		
ENSG00000218748	6	DBIP1	processed_pseudogene		HGNC:2692
ENSG00000251455	4	RP11-164P12.3	antisense		
ENSG00000281564	CHR_HSCHR3_1_CTG3	AC069513.4	lincRNA		
ENSG00000166002	11	SMCO4	protein_coding	56935	HGNC:24810
ENSG00000122591	7	FAM126A	protein_coding	84668	HGNC:24587
ENSG00000271727	6	RP11-532F6.4	lincRNA		
ENSG00000180172	13	RPS12P23	processed_pseudogene		HGNC:35573
ENSG00000249764	4	RP11-1299A16.1	processed_pseudogene		
ENSG00000226828	1	RP11-278H7.1	lincRNA	339529	
ENSG00000230533	6	RP11-95M15.1	lincRNA		
ENSG00000259845	15	HERC2P10	unprocessed_pseudogene		HGNC:39056
ENSG00000270987	6	RP3-467N11.2	processed_pseudogene		
ENSG00000266954	18	RP11-701H16.4	antisense		
ENSG00000067113	5	PLPP1	protein_coding	8611	HGNC:9228
ENSG00000133114	13	GPALPP1	protein_coding	55425	HGNC:20298
ENSG00000188372	7	ZP3	protein_coding	7784	HGNC:13189
ENSG00000227121	10	RP11-319F12.2	lincRNA		
ENSG00000235572	9	RP11-555H7.2	lincRNA		
ENSG00000219776	6	RPL21P67	processed_pseudogene		HGNC:36139
ENSG00000254100	8	RP11-675F6.4	lincRNA		
ENSG00000253179	11	CALCP	unprocessed_pseudogene		HGNC:1439
ENSG00000229423	13	RPL27AP8	processed_pseudogene		HGNC:36544
ENSG00000234956	6	RP11-356I2.1	lincRNA	100507406	
ENSG00000184471	16	C1QTNF8	protein_coding	390664	HGNC:31374
ENSG00000275563	14	CTD-2311B13.5	antisense		
ENSG00000251416	4	RP11-140M13.1	lincRNA		
ENSG00000270332	9	SMC2-AS1	lincRNA	101928550	HGNC:50827
ENSG00000227118	4	BTF3P13	processed_pseudogene		HGNC:1128
ENSG00000146618	7	FERD3L	protein_coding	222894	HGNC:16660
ENSG00000278950	16	RP11-67H24.3	TEC		
ENSG00000226349	1	RP11-145A3.2	sense_intronic		
ENSG00000278813	19	AC006133.7	unprocessed_pseudogene		
ENSG00000254518	11	RP11-347H15.4	lincRNA		
ENSG00000248921	4	RP11-774G5.1	processed_pseudogene		
ENSG00000249047	4	COX6B1P5	processed_pseudogene		HGNC:37675
ENSG00000261614	16	CSDAP1	processed_pseudogene		
ENSG00000248634	5	CTC-573M9.1	sense_intronic		
ENSG00000257800	2	FNBP1P1	processed_pseudogene		HGNC:44528
ENSG00000261643	4	RP11-529E10.6	sense_overlapping		
ENSG00000250922	4	ATP5EP1	processed_pseudogene		HGNC:839
ENSG00000223597	5	CTD-2296D1.5	lincRNA	105374644	
ENSG00000232910	Y	RAB9AP1	unprocessed_pseudogene		HGNC:38104
ENSG00000222036	14	POTEM	protein_coding	641455	HGNC:37096
ENSG00000196943	14	NOP9	protein_coding	161424	HGNC:19826
ENSG00000115318	2	LOXL3	protein_coding	84695	HGNC:13869
ENSG00000151327	14	FAM177A1	protein_coding	283635	HGNC:19829
ENSG00000269898	16	RP11-568J23.4	antisense		
ENSG00000169359	3	SLC33A1	protein_coding	9197	HGNC:95
ENSG00000249867	11	RP11-115J23.1	lincRNA		
ENSG00000204186	2	ZDBF2	protein_coding	57683	HGNC:29313
ENSG00000008226	3	DLEC1	protein_coding	9940	HGNC:2899
ENSG00000104365	8	IKBKB	protein_coding	3551	HGNC:5960
ENSG00000261731	16	CTD-2358C21.4	antisense		
ENSG00000226904	9	RP11-561O23.8	antisense		
ENSG00000231149	9	RP11-10J18.3	lincRNA		
ENSG00000243289	10	AGAP13P	unprocessed_pseudogene		HGNC:23499
ENSG00000177045	19	SIX5	protein_coding	147912	HGNC:10891
ENSG00000280097	12	RP11-83B20.7	TEC		
ENSG00000232487	13	RASA3-IT1	sense_intronic		HGNC:39938
ENSG00000153914	5	SREK1	protein_coding	140890	HGNC:17882
ENSG00000228143	9	RP11-308N19.5	processed_pseudogene		
ENSG00000235830	3	SRGAP3-AS4	lincRNA		HGNC:42434
ENSG00000166922	15	SCG5	protein_coding	6447	HGNC:10816
ENSG00000254526	11	RP11-466I1.1	lincRNA		
ENSG00000242092	CHR_HSCHR6_MHC_APD_CTG1	HLA-DMB	protein_coding	3109	HGNC:4935
ENSG00000225002	9	RP11-6F6.1	lincRNA		
ENSG00000231381	9	RNF2P1	processed_pseudogene		HGNC:33987
ENSG00000224979	CHR_HSCHR6_MHC_APD_CTG1	LSM2	protein_coding	57819	HGNC:13940
ENSG00000255272	11	RP11-646J21.6	antisense		
ENSG00000196782	4	MAML3	protein_coding	55534	HGNC:16272
ENSG00000256453	5	DND1	protein_coding	373863	HGNC:23799
ENSG00000281890	CHR_HSCHR4_1_CTG9	RP11-468N14.5	unprocessed_pseudogene		
ENSG00000234229	9	LINC01505	lincRNA		HGNC:51186
ENSG00000227718	2	AC016730.1	lincRNA		
ENSG00000185989	13	RASA3	protein_coding	22821	HGNC:20331
ENSG00000228755	10	PABPC1P8	processed_pseudogene		HGNC:37988
ENSG00000253670	8	RP11-429O2.1	processed_pseudogene		
ENSG00000240087	12	RPSAP12	processed_pseudogene		HGNC:6504
ENSG00000278973	12	RP11-83B20.9	TEC		
ENSG00000096654	6	ZNF184	protein_coding	7738	HGNC:12975
ENSG00000257941	12	RP11-290L1.4	processed_pseudogene		
ENSG00000215146	10	RP11-313J2.1	transcribed_unprocessed_pseudogene	441666	
ENSG00000237410	11	AP001092.4	antisense		
ENSG00000091664	11	SLC17A6	protein_coding	57084	HGNC:16703
ENSG00000177553	1	RP11-56N19.5	antisense	102724659	
ENSG00000163673	3	DCLK3	protein_coding	85443	HGNC:19005
ENSG00000218521	6	RP11-420A21.1	processed_pseudogene		
ENSG00000170275	3	CRTAP	protein_coding	10491	HGNC:2379
ENSG00000231537	7	MTCO3P10	unprocessed_pseudogene		HGNC:52040
ENSG00000274183	X	H2AFB1	protein_coding	474382	HGNC:22516
ENSG00000273484	8	OR6R2P	unprocessed_pseudogene		HGNC:31307
ENSG00000156639	6	ZFAND3	protein_coding	60685	HGNC:18019
ENSG00000233971	2	RPS20P10	processed_pseudogene		HGNC:36800
ENSG00000111790	12	FGFR1OP2	protein_coding	26127	HGNC:23098
ENSG00000100294	22	MCAT	protein_coding	27349	HGNC:29622
ENSG00000256079	12	RP11-318G8.2	processed_pseudogene		
ENSG00000276210	14	LINC00226	lincRNA		HGNC:20168
ENSG00000134072	3	CAMK1	protein_coding	8536	HGNC:1459
ENSG00000226995	20	LINC00658	lincRNA	100507629	HGNC:44315
ENSG00000260237	16	RP11-148M9.1	lincRNA		
ENSG00000255988	12	TUBB4BP1	processed_pseudogene		HGNC:42180
ENSG00000250413	4	RP11-448G15.1	antisense		
ENSG00000251074	4	RP11-1267H10.3	unprocessed_pseudogene		
ENSG00000277975	20	CSTP2	unprocessed_pseudogene		HGNC:2487
ENSG00000249025	4	ZNF519P4	processed_pseudogene		HGNC:50788
ENSG00000234899	17	SOX9-AS1	processed_transcript	400618	HGNC:49321
ENSG00000234899	17	SOX9-AS1	processed_transcript	102723517	HGNC:49321
ENSG00000231105	1	RP5-1071N3.1	antisense	100506801	
ENSG00000277852	2	RP11-421K23.1	unprocessed_pseudogene		
ENSG00000239975	2	IGKV1D-33	IG_V_gene		HGNC:5753
ENSG00000254311	8	SNRPCP17	processed_pseudogene		HGNC:49832
ENSG00000197445	16	C16orf47	lincRNA		HGNC:28329
ENSG00000282334	CHR_HSCHR8_8_CTG1	KBTBD11-OT1	lincRNA	104266957	HGNC:49147
ENSG00000250662	5	HNRNPKP5	processed_pseudogene		HGNC:42378
ENSG00000170577	2	SIX2	protein_coding	10736	HGNC:10888
ENSG00000152128	2	TMEM163	protein_coding	81615	HGNC:25380
ENSG00000280417	3	RP11-5O17.1	TEC		
ENSG00000236117	22	RP4-754E20__A.5	lincRNA		
ENSG00000188785	19	ZNF548	protein_coding	147694	HGNC:26561
ENSG00000261168	1	RP11-68I18.10	sense_overlapping		
ENSG00000229875	9	EIF1P1	processed_pseudogene		HGNC:49614
ENSG00000234428	12	RP11-666F17.1	antisense		
ENSG00000226944	1	RP1-120G22.11	antisense	102724450	
ENSG00000125878	20	TCF15	protein_coding	6939	HGNC:11627
ENSG00000224876	20	RP11-49G10.3	antisense		
ENSG00000265927	17	CTD-2532D12.5	lincRNA		
ENSG00000133101	13	CCNA1	protein_coding	8900	HGNC:1577
ENSG00000273355	18	RP11-672L10.6	lincRNA		
ENSG00000273483	1	RP4-671G15.2	antisense		
ENSG00000228992	15	RPL5P32	processed_pseudogene		HGNC:36973
ENSG00000255968	12	RP11-513G19.1	antisense		
ENSG00000126351	17	THRA	protein_coding	7067	HGNC:11796
ENSG00000205677	CHR_HSCHR6_MHC_MCF_CTG1	LYPLA2P1	processed_pseudogene		HGNC:21069
ENSG00000186842	21	LINC00846	3prime_overlapping_ncRNA		HGNC:16080
ENSG00000228330	10	RP11-730A19.5	processed_pseudogene		
ENSG00000274842	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	LILRP2	transcribed_processed_pseudogene	79166	HGNC:15497
ENSG00000228882	10	CICP9	processed_pseudogene		HGNC:37758
ENSG00000256640	12	RP11-666F17.2	processed_pseudogene		
ENSG00000166311	11	SMPD1	protein_coding	6609	HGNC:11120
ENSG00000233569	9	RP11-500B12.1	lincRNA	101928797	
ENSG00000244575	2	IGKV1-27	IG_V_gene		HGNC:5735
ENSG00000255279	11	RP11-375D13.4	lincRNA		
ENSG00000245532	11	NEAT1	lincRNA	283131	HGNC:30815
ENSG00000245532	11	NEAT1	lincRNA	693197	HGNC:30815
ENSG00000139436	12	GIT2	protein_coding	9815	HGNC:4273
ENSG00000150991	12	UBC	protein_coding	7316	HGNC:12468
ENSG00000254822	11	RP11-375D13.3	lincRNA		
ENSG00000262823	17	RP13-580F15.2	antisense		
ENSG00000178235	13	SLITRK1	protein_coding	114798	HGNC:20297
ENSG00000178665	7	ZNF713	protein_coding	349075	HGNC:22043
ENSG00000242060	18	RPS3AP49	processed_pseudogene		HGNC:36810
ENSG00000237651	2	C2orf74	protein_coding	339804	HGNC:34439
ENSG00000283321	7	RP11-507K12.1	protein_coding		
ENSG00000250330	5	CTC-422A18.2	processed_pseudogene		
ENSG00000146007	5	ZMAT2	protein_coding	153527	HGNC:26433
ENSG00000107819	10	SFXN3	protein_coding	81855	HGNC:16087
ENSG00000253367	14	IGHVIII-25-1	IG_V_pseudogene		HGNC:5697
ENSG00000277647	16	RP11-1212A22.8	unprocessed_pseudogene		
ENSG00000233295	8	FAM90A20P	unprocessed_pseudogene		HGNC:32268
ENSG00000267059	19	AC005943.2	protein_coding		
ENSG00000250007	15	RP11-814P5.1	antisense	101928174	
ENSG00000237122	8	FAM90A19P	unprocessed_pseudogene		HGNC:32267
ENSG00000196074	20	SYCP2	protein_coding	10388	HGNC:11490
ENSG00000272582	22	RP5-1039K5.17	antisense		
ENSG00000159650	3	UROC1	protein_coding	131669	HGNC:26444
ENSG00000233419	1	RP4-781L3.1	processed_pseudogene		
ENSG00000281743	CHR_HSCHR3_4_CTG3	RP11-141C7.3	processed_pseudogene		
ENSG00000217557	6	RP11-157L10.1	processed_pseudogene		
ENSG00000138769	4	CDKL2	protein_coding	8999	HGNC:1782
ENSG00000259556	15	RP11-56B16.2	unprocessed_pseudogene		
ENSG00000228142	9	RP11-180I4.2	lincRNA		
ENSG00000256393	12	RPL41P5	processed_pseudogene		HGNC:10355
ENSG00000230795	6	HLA-K	unprocessed_pseudogene		HGNC:4969
ENSG00000253462	14	IGHVIII-26-1	IG_V_pseudogene		HGNC:5698
ENSG00000197429	1	IPP	protein_coding	3652	HGNC:6108
ENSG00000149823	11	VPS51	protein_coding	738	HGNC:1172
ENSG00000232732	2	AC073043.1	processed_transcript		
ENSG00000224766	CHR_HSCHR6_MHC_SSTO_CTG1	DASS-36P22.4	processed_transcript		
ENSG00000281738	CHR_HSCHR3_5_CTG2_1	EIF2B5-IT1	sense_intronic		HGNC:41330
ENSG00000097096	1	SYDE2	protein_coding	84144	HGNC:25841
ENSG00000250971	4	RP11-696F12.1	lincRNA		
ENSG00000243225	14	RP11-7F17.1	processed_pseudogene		
ENSG00000224035	Y	SFPQP1	processed_pseudogene		HGNC:10775
ENSG00000281250	CHR_HSCHR3_5_CTG2_1	RP11-433C9.2	lincRNA		
ENSG00000261499	17	CH17-260O16.1	unprocessed_pseudogene		
ENSG00000147896	9	IFNK	protein_coding	56832	HGNC:21714
ENSG00000261272	6	MUC22	protein_coding	100507679	HGNC:39755
ENSG00000281657	8	LINC00976	lincRNA		HGNC:50610
ENSG00000224706	7	RPS17P13	processed_pseudogene		HGNC:36664
ENSG00000261376	16	RP11-525K10.2	lincRNA		
ENSG00000249661	4	TNRC18P1	processed_pseudogene		HGNC:43881
ENSG00000250949	5	RP11-492L8.2	lincRNA		
ENSG00000187601	X	MAGEH1	protein_coding	28986	HGNC:24092
ENSG00000174358	5	SLC6A19	protein_coding	340024	HGNC:27960
ENSG00000260183	16	RP11-109P11.1	antisense		
ENSG00000253225	8	RP11-1057N3.2	processed_pseudogene		
ENSG00000229145	X	ACTBP1	processed_pseudogene		HGNC:134
ENSG00000137558	8	PI15	protein_coding	51050	HGNC:8946
ENSG00000230180	X	RPL12P49	processed_pseudogene		HGNC:51941
ENSG00000184343	X	SRPK3	protein_coding	26576	HGNC:11402
ENSG00000260035	15	CTD-2651B20.6	sense_intronic		
ENSG00000270959	3	LPP-AS2	antisense	339929	HGNC:27952
ENSG00000184108	4	TRIML1	protein_coding	339976	HGNC:26698
ENSG00000225737	CHR_HSCHR6_MHC_COX_CTG1	SKIV2L	protein_coding	6499	HGNC:10898
ENSG00000257585	14	LINC00609	lincRNA	101101773	HGNC:43960
ENSG00000254223	8	RP11-419K12.1	lincRNA		
ENSG00000148218	9	ALAD	protein_coding	210	HGNC:395
ENSG00000172731	10	LRRC20	protein_coding	55222	HGNC:23421
ENSG00000271723	1	MROH7-TTC4	protein_coding		HGNC:49180
ENSG00000198162	1	MAN1A2	protein_coding	10905	HGNC:6822
ENSG00000205664	X	RP11-706O15.1	lincRNA		
ENSG00000272505	8	RP11-981G7.6	lincRNA		
ENSG00000230448	2	LINC00276	lincRNA	100499171	HGNC:38663
ENSG00000086712	X	TXLNG	protein_coding	55787	HGNC:18578
ENSG00000276076	21	CH507-152C13.3	protein_coding	102724652	
ENSG00000234947	CHR_HSCHR6_MHC_COX_CTG1	STK19	protein_coding	8859	HGNC:11398
ENSG00000235737	13	TRIM60P19	processed_pseudogene		HGNC:42010
ENSG00000166106	11	ADAMTS15	protein_coding	170689	HGNC:16305
ENSG00000165629	10	ATP5C1	protein_coding	509	HGNC:833
ENSG00000256321	12	RP11-153K16.1	lincRNA	101928441	
ENSG00000241695	3	GM2AP1	processed_pseudogene		HGNC:4368
ENSG00000180596	6	HIST1H2BC	protein_coding	8347	HGNC:4757
ENSG00000106688	9	SLC1A1	protein_coding	6505	HGNC:10939
ENSG00000186867	4	QRFPR	protein_coding	84109	HGNC:15565
ENSG00000185053	8	SGCZ	protein_coding	137868	HGNC:14075
ENSG00000142546	19	NOSIP	protein_coding	51070	HGNC:17946
ENSG00000265190	10	ANXA8	protein_coding	653145	HGNC:546
ENSG00000265190	10	ANXA8	protein_coding	107984085	HGNC:546
ENSG00000282586	CHR_HSCHR14_3_CTG1	IGHV3-60	IG_V_pseudogene		HGNC:5614
ENSG00000180573	6	HIST1H2AC	protein_coding	8334	HGNC:4733
ENSG00000186517	1	ARHGAP30	protein_coding	257106	HGNC:27414
ENSG00000282451	CHR_HSCHR14_3_CTG1	IGHV4-61	IG_V_gene		HGNC:5655
ENSG00000170581	12	STAT2	protein_coding	6773	HGNC:11363
ENSG00000197982	1	C1orf122	protein_coding	127687	HGNC:24789
ENSG00000140279	15	DUOX2	protein_coding	50506	HGNC:13273
ENSG00000228058	1	RP11-552D4.1	lincRNA	101927532	
ENSG00000230433	6	RP1-20B11.2	antisense		
ENSG00000236822	6	RP11-137J7.2	antisense		
ENSG00000262678	17	RP5-1050D4.4	antisense		
ENSG00000270983	6	RP11-137J7.3	processed_pseudogene		
ENSG00000175189	12	INHBC	protein_coding	3626	HGNC:6068
ENSG00000262429	17	RP5-1050D4.3	antisense		
ENSG00000261044	8	AP006547.3	antisense		
ENSG00000278850	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	KIR3DL2	protein_coding	3812	HGNC:6339
ENSG00000232845	Y	TRAPPC2P9	unprocessed_pseudogene		HGNC:37733
ENSG00000204700	6	OR2J2	protein_coding	26707	HGNC:8260
ENSG00000253345	14	IGHVII-22-1	IG_V_pseudogene		HGNC:5673
ENSG00000204560	6	DHX16	protein_coding	8449	HGNC:2739
ENSG00000116981	1	NT5C1A	protein_coding	84618	HGNC:17819
ENSG00000236975	1	RP5-1065P14.2	lincRNA		
ENSG00000261664	1	TTC39A-AS1	antisense		HGNC:40851
ENSG00000282921	20	CFTRP2	processed_pseudogene		HGNC:51351
ENSG00000227474	10	RP11-295P9.2	processed_pseudogene		
ENSG00000227851	10	RP11-381K7.1	lincRNA		
ENSG00000237836	X	PHKA2-AS1	antisense		HGNC:44110
ENSG00000265148	17	TSPOAP1-AS1	antisense	100506779	HGNC:44148
ENSG00000104341	8	LAPTM4B	protein_coding	55353	HGNC:13646
ENSG00000228643	2	AC079779.4	processed_transcript		
ENSG00000250331	5	LINC01340	lincRNA	102546227	HGNC:50550
ENSG00000159186	2	AC007383.6	processed_pseudogene		
ENSG00000262663	17	RP11-497H17.1	lincRNA		
ENSG00000204555	20	CFTRP3	processed_pseudogene		HGNC:51352
ENSG00000239701	12	RP3-461F17.1	processed_pseudogene		
ENSG00000266171	18	RP11-769O8.1	antisense		
ENSG00000170925	X	TEX13B	protein_coding	56156	HGNC:11736
ENSG00000224563	3	LPP-AS1	antisense	100873917	HGNC:40346
ENSG00000064787	20	BCAS1	protein_coding	8537	HGNC:974
ENSG00000267282	19	CTB-129P6.4	antisense		
ENSG00000259478	15	RP11-753A21.1	lincRNA		
ENSG00000108010	10	GLRX3	protein_coding	10539	HGNC:15987
ENSG00000250244	5	CTB-49A3.4	antisense		
ENSG00000260264	16	AC004125.3	lincRNA		
ENSG00000228274	22	RP3-508I15.9	antisense		
ENSG00000254732	11	RP11-691N7.6	protein_coding		
ENSG00000099985	22	OSM	protein_coding	5008	HGNC:8506
ENSG00000223649	1	RP11-359E8.3	lincRNA		
ENSG00000170390	4	DCLK2	protein_coding	166614	HGNC:19002
ENSG00000268858	20	RP4-591C20.9	antisense		
ENSG00000107186	9	MPDZ	protein_coding	8777	HGNC:7208
ENSG00000223930	3	RP11-33A14.1	lincRNA		
ENSG00000249229	5	NAMPTP2	processed_pseudogene		HGNC:51314
ENSG00000227557	2	MTND3P9	processed_pseudogene		HGNC:42149
ENSG00000268926	9	RP11-180I4.4	lincRNA		
ENSG00000249638	5	CTD-2296D1.3	lincRNA		
ENSG00000137101	9	CD72	protein_coding	971	HGNC:1696
ENSG00000237631	9	RP11-72B4.2	processed_pseudogene		
ENSG00000198570	1	RD3	protein_coding	343035	HGNC:19689
ENSG00000261442	16	RP11-709D24.6	antisense		
ENSG00000273664	18	RP11-2N1.3	lincRNA		
ENSG00000260280	16	SLX1B-SULT1A4	processed_transcript		HGNC:48353
ENSG00000251243	5	AC005178.1	processed_pseudogene		
ENSG00000251031	5	CTC-367F4.1	lincRNA		
ENSG00000099840	19	IZUMO4	protein_coding	113177	HGNC:26950
ENSG00000257315	1	ZBED6	protein_coding	100381270	HGNC:33273
ENSG00000231668	3	PPP2R2DP1	processed_pseudogene		HGNC:44544
ENSG00000126106	1	TMEM53	protein_coding	79639	HGNC:26186
ENSG00000167508	16	MVD	protein_coding	4597	HGNC:7529
ENSG00000240611	5	CTB-49A3.1	processed_pseudogene		
ENSG00000196150	8	ZNF250	protein_coding	58500	HGNC:13044
ENSG00000157450	15	RNF111	protein_coding	54778	HGNC:17384
ENSG00000253887	8	RP11-10A14.7	lincRNA		
ENSG00000249478	5	CTB-49A3.5	antisense		
ENSG00000108688	17	CCL7	protein_coding	6354	HGNC:10634
ENSG00000174945	7	AMZ1	protein_coding	155185	HGNC:22231
ENSG00000255219	11	RP11-716H6.2	antisense		
ENSG00000228118	17	MYL6P5	processed_pseudogene		HGNC:51646
ENSG00000277844	CHR_HSCHR15_2_CTG8	RP11-653J6.1	antisense	105370868	
ENSG00000184022	1	OR2T10	protein_coding	127069	HGNC:19573
ENSG00000240974	5	RPS27AP10	processed_pseudogene		HGNC:36570
ENSG00000019144	11	PHLDB1	protein_coding	23187	HGNC:23697
ENSG00000019144	11	PHLDB1	protein_coding	102466719	HGNC:23697
ENSG00000254731	11	CTD-2005H7.1	lincRNA		
ENSG00000163848	3	ZNF148	protein_coding	7707	HGNC:12933
ENSG00000116171	1	SCP2	protein_coding	6342	HGNC:10606
ENSG00000267675	18	RP11-1151B14.2	lincRNA		
ENSG00000227536	X	SOCS5P4	processed_pseudogene		HGNC:44600
ENSG00000228861	21	RPL23AP12	processed_pseudogene		HGNC:23840
ENSG00000096401	6	CDC5L	protein_coding	988	HGNC:1743
ENSG00000232724	17	TRIM80P	unitary_pseudogene		HGNC:51490
ENSG00000140107	14	SLC25A47	protein_coding	283600	HGNC:20115
ENSG00000274665	CHR_HSCHR22_1_CTG5	PVALB	protein_coding	5816	HGNC:9704
ENSG00000256463	18	SALL3	protein_coding	27164	HGNC:10527
ENSG00000104324	8	CPQ	protein_coding	10404	HGNC:16910
ENSG00000112232	6	KHDRBS2	protein_coding	202559	HGNC:18114
ENSG00000075884	2	ARHGAP15	protein_coding	55843	HGNC:21030
ENSG00000229493	CHR_HSCHR6_MHC_MANN_CTG1	HLA-DQB2	protein_coding	3120	HGNC:4945
ENSG00000131236	1	CAP1	protein_coding	10487	HGNC:20040
ENSG00000248925	5	CTD-2083E4.6	antisense		
ENSG00000198099	4	ADH4	protein_coding	127	HGNC:252
ENSG00000274628	9	FAM95B1	processed_transcript	100133036	
ENSG00000274628	9	FAM95B1	processed_transcript	105379252	
ENSG00000231522	CHR_HSCHR6_MHC_COX_CTG1	XXbac-BPG27H4.8	processed_transcript	105375014	
ENSG00000225380	9	IGKV1OR9-2	IG_V_pseudogene		HGNC:49466
ENSG00000181625	16	SLX1B	protein_coding	79008	HGNC:28748
ENSG00000181625	16	SLX1B	protein_coding	105369236	HGNC:28748
ENSG00000155849	7	ELMO1	protein_coding	9844	HGNC:16286
ENSG00000273876	8	RP11-221H10.2	unprocessed_pseudogene		
ENSG00000237483	3	RPS27AP8	processed_pseudogene		HGNC:36361
ENSG00000116785	1	CFHR3	protein_coding	10878	HGNC:16980
ENSG00000130303	19	BST2	protein_coding	684	HGNC:1119
ENSG00000254840	11	RP11-574M7.1	transcribed_unprocessed_pseudogene		
ENSG00000262802	CHR_HSCHR20_1_CTG1	RP5-905G11.3	lincRNA		
ENSG00000081377	9	CDC14B	protein_coding	8555	HGNC:1719
ENSG00000122033	13	MTIF3	protein_coding	219402	HGNC:29788
ENSG00000138640	4	FAM13A	protein_coding	10144	HGNC:19367
ENSG00000274042	CHR_HSCHR15_5_CTG8	GOLGA6L10	protein_coding	647042	HGNC:37228
ENSG00000274042	CHR_HSCHR15_5_CTG8	GOLGA6L10	protein_coding	100133220	HGNC:37228
ENSG00000231427	7	LINC01445	lincRNA	102723605	HGNC:50771
ENSG00000278256	8	RP11-29A2.1	unprocessed_pseudogene		
ENSG00000251161	15	RP11-540O11.1	lincRNA		
ENSG00000279862	3	RP11-423E7.2	TEC		
ENSG00000271248	8	RP11-745K9.2	processed_pseudogene		
ENSG00000133858	12	ZFC3H1	protein_coding	196441	HGNC:28328
ENSG00000224500	10	RP11-328K22.1	antisense		
ENSG00000260617	16	RP5-1142A6.7	antisense		
ENSG00000250138	5	RP11-848G14.5	unprocessed_pseudogene		
ENSG00000259394	15	RP11-244F12.1	processed_pseudogene		
ENSG00000178222	4	RNF212	protein_coding	285498	HGNC:27729
ENSG00000230337	1	RP4-635E18.6	antisense	105376736	
ENSG00000260410	16	RP11-505K9.3	processed_pseudogene		
ENSG00000235825	8	FAM90A9P	unprocessed_pseudogene		HGNC:32257
ENSG00000258153	12	HSPE1P4	processed_pseudogene		HGNC:49323
ENSG00000229596	6	MYL8P	processed_pseudogene		HGNC:7589
ENSG00000275170	21	FRG2MP	processed_pseudogene		HGNC:51799
ENSG00000228285	6	LYPLA2P1	processed_pseudogene		HGNC:21069
ENSG00000259867	16	RP11-525K10.3	antisense		
ENSG00000272712	CHR_HSCHR12_2_CTG2	TAS2R8	protein_coding	50836	HGNC:14915
ENSG00000124196	20	GTSF1L	protein_coding	149699	HGNC:16198
